CustomerID,recency,purchase_cnt,item_cnt,user_total,user_average,avg_purchase_interval_days,average_interval,cancel_count,transaction_count,cancel_rate_new,average_interval_new,txn_total,txn_cancel,total_transactions,cancel_frequency,cancel_rate
17986,56,1,10,20.8,20.8,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
18113,368,1,72,76.320000000000007,76.3,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
16144,246,1,16,175.2,175.2,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
15313,110,1,25,52.0,52.0,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
16881,66,1,600,432.0,432.0,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
16078,283,1,16,79.2,79.2,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
14090,324,1,72,76.320000000000007,76.3,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
15195,2,1,1404,3861.0,3861.0,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
16257,176,1,1,21.95,21.9,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
14576,372,1,12,35.400000000000006,35.4,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
13135,196,1,4300,3096.0,3096.0,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
15316,326,1,100,165.0,165.0,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
13391,203,1,4,59.8,59.8,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
17763,263,1,12,15.0,15.0,0.0,0.0,0,1,0.0,0.0,1,0,1,0,0.0
17896,23,2,288,256.32,128.2,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
15649,336,2,192,816.0,408.0,31.0,31.0,0,2,0.0,31.0,2,0,2,0,0.0
16754,372,2,4280,2002.4,1001.2,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
13228,81,2,200,358.0,179.0,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
13188,11,1,24,99.600000000000009,99.6,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
15603,78,2,96,48.480000000000004,24.2,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
16344,158,2,18,101.10000000000001,50.6,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
15269,23,2,26,408.8,204.4,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
14603,274,2,400,660.0,330.0,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
17941,130,2,252,304.56,152.3,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
16468,74,2,31,74.9,37.5,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
15216,87,2,28,96.6,48.3,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
17831,33,2,12,35.400000000000006,17.7,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
17408,163,2,3,32.65,16.3,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
17079,78,2,24,118.80000000000001,59.4,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
15442,248,2,120,594.0,297.0,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
18080,18,2,642,1231.5,615.8,223.0,223.0,0,2,0.0,223.0,2,0,2,0,0.0
15488,92,1,72,76.320000000000007,76.3,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
15691,252,2,72,136.8,68.4,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
16429,106,2,9,284.55,142.3,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
13452,259,2,2,590.0,295.0,11.0,11.0,0,2,0.0,11.0,2,0,2,0,0.0
16856,14,2,12,35.400000000000006,17.7,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
12917,128,2,120,594.0,297.0,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
16692,256,2,151,1126.0,563.0,32.0,32.0,0,2,0.0,32.0,2,0,2,0,0.0
17186,46,2,200,144.0,72.0,13.0,13.0,0,2,0.0,13.0,2,0,2,0,0.0
13298,1,2,96,360.0,180.0,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
15423,38,2,101,43.5,21.8,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
17942,7,2,38,77.500000000000014,38.8,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
17427,71,2,34,100.8,50.4,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
14682,187,2,80,52.0,26.0,13.0,13.0,0,2,0.0,13.0,2,0,2,0,0.0
17995,281,2,133,76.1,38.0,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
16659,189,2,72,39.12,19.6,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
14821,366,2,20,48.800000000000004,24.4,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
17382,65,1,24,50.400000000000006,50.4,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
14199,218,2,28,185.39999999999998,92.7,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
16162,252,2,4,37.4,18.7,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
12875,143,2,2019,343.23000000000008,171.6,219.0,219.0,0,2,0.0,219.0,2,0,2,0,0.0
13068,10,2,200,344.0,172.0,309.0,309.0,0,2,0.0,309.0,2,0,2,0,0.0
13967,145,2,42,80.7,40.4,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
15945,365,2,52,181.0,90.5,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
17553,129,2,1048,1487.6,743.8,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
16976,267,2,88,251.51999999999998,125.8,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
14642,58,2,76,96.12,48.1,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
13130,94,2,32,64.0,32.0,0.0,0.0,0,2,0.0,0.0,2,0,2,0,0.0
17029,110,2,400,716.0,358.0,126.0,126.0,0,2,0.0,126.0,2,0,2,0,0.0
17616,173,3,224,571.2,190.4,96.5,96.5,0,3,0.0,96.5,3,0,3,0,0.0
15043,31,3,300,537.0,179.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
13739,18,3,54,216.89999999999998,72.3,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
16506,19,3,42,90.300000000000011,30.1,10.0,10.0,0,3,0.0,10.0,3,0,3,0,0.0
15744,77,3,120,34.8,11.6,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
14300,18,3,32,43.2,14.4,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
12864,138,3,216,147.12,49.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
12817,281,3,52,126.03999999999999,42.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
18273,2,3,80,204.0,68.0,127.5,127.5,0,3,0.0,127.5,3,0,3,0,0.0
15374,128,3,126,168.0,56.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
13682,187,3,10,59.5,19.8,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
12587,7,3,50,104.0,34.7,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
14785,10,3,84,77.4,25.8,2.0,2.0,0,3,0.0,2.0,3,0,3,0,0.0
14589,371,3,5,39.75,13.3,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
18017,81,3,300,523.0,174.3,114.5,114.5,0,3,0.0,114.5,3,0,3,0,0.0
13948,360,3,40,102.0,34.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
15286,49,3,55,240.55,80.2,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
17024,45,3,69,95.85,31.9,55.5,55.5,0,3,0.0,55.5,3,0,3,0,0.0
14616,242,3,104,406.08000000000004,135.4,36.5,36.5,0,3,0.0,36.5,3,0,3,0,0.0
15619,10,3,136,336.40000000000003,112.1,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
12855,372,3,30,38.1,12.7,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
15049,273,3,63,121.17000000000002,40.4,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
16545,164,3,78,339.3,113.1,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
14148,233,3,16,157.2,52.4,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
13132,261,3,20,77.3,25.8,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
13011,372,3,13,50.550000000000004,16.9,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
16171,59,3,24,73.2,24.4,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
17536,177,3,6,76.5,25.5,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
14117,143,3,72,90.0,30.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
16319,217,3,72,404.40000000000003,134.8,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
15178,260,3,30,40.5,13.5,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
17391,163,3,480,508.8,169.6,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
17775,254,3,72,56.4,18.8,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
12445,22,3,60,77.4,25.8,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
14946,14,3,22,100.9,33.6,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
12736,332,3,168,144.0,48.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
13877,86,3,108,117.24000000000001,39.1,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
16986,29,3,1040,1873.2,624.4,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
12891,185,3,950,331.0,110.3,53.5,53.5,0,3,0.0,53.5,3,0,3,0,0.0
18058,9,3,88,170.16,56.7,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
15992,3,3,17,41.989999999999995,14.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
16679,366,3,29,129.75,43.3,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
16784,19,3,24,107.6,35.9,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
16565,364,3,46,173.7,57.9,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
13144,332,3,21,110.94999999999999,37.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
14185,331,3,6,197.65,65.9,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
12789,65,3,3,76.85,25.6,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
13194,135,3,26,60.7,20.2,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
14423,218,3,120,265.2,88.4,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
13403,17,3,44,75.0,25.0,0.0,0.0,0,3,0.0,0.0,3,0,3,0,0.0
13514,73,4,40,152.20000000000002,38.1,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
16505,31,4,576,777.6,194.4,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
12897,204,4,110,216.5,54.1,32.33,32.33,0,4,0.0,32.33,4,0,4,0,0.0
12548,166,4,48,67.199999999999989,16.8,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14457,310,4,88,113.64,28.4,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
16308,37,4,8000,2560.0,640.0,74.0,74.0,0,4,0.0,74.0,4,0,4,0,0.0
17788,73,4,210,1112.95,278.2,18.33,18.33,0,4,0.0,18.33,4,0,4,0,0.0
12659,29,4,104,73.68,18.4,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14371,295,4,34,100.5,25.1,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
15368,21,4,230,446.94000000000005,111.7,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
12403,49,4,94,391.70000000000005,97.9,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14865,7,4,108,52.2,13.1,121.33,121.33,0,4,0.0,121.33,4,0,4,0,0.0
16532,17,4,2016,6748.7999999999993,1687.2,106.67,106.67,0,4,0.0,106.67,4,0,4,0,0.0
14548,150,4,256,652.8,163.2,55.67,55.67,0,4,0.0,55.67,4,0,4,0,0.0
13160,22,4,56,91.8,22.9,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14987,15,4,128,326.4,81.6,116.33,116.33,0,4,0.0,116.33,4,0,4,0,0.0
16387,322,4,44,94.36,23.6,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
13551,319,4,12,91.800000000000011,23.0,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
12756,86,4,144,112.07999999999998,28.0,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
15160,357,4,84,158.16,39.5,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14373,358,4,17,76.55,19.1,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14566,110,4,800,1432.0,358.0,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
12984,18,4,26,97.5,24.4,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
12353,204,4,20,89.0,22.3,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14053,124,4,215,260.25,65.1,11.67,11.67,0,4,0.0,11.67,4,0,4,0,0.0
17026,185,4,97,154.82999999999998,38.7,61.33,61.33,0,4,0.0,61.33,4,0,4,0,0.0
18246,23,4,166,596.1,149.0,69.67,69.67,0,4,0.0,69.67,4,0,4,0,0.0
12734,352,4,88,110.4,27.6,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
15526,33,4,24,148.44,37.1,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
17174,217,4,41,59.9,15.0,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
17394,219,4,241,203.86999999999998,51.0,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
15899,368,4,39,56.25,14.1,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14840,267,4,31,62.85,15.7,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14661,26,4,35,107.95,27.0,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14080,32,4,48,45.599999999999994,11.4,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14609,72,4,7026,601.56000000000006,150.4,74.0,74.0,0,4,0.0,74.0,4,0,4,0,0.0
17620,59,4,60,81.44,20.4,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
17212,253,4,147,226.85,56.7,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14520,1,4,146,270.6,67.7,96.33,96.33,0,4,0.0,96.33,4,0,4,0,0.0
12401,303,4,10,69.3,17.3,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
14816,197,4,5,271.85,68.0,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
12873,282,4,128,374.0,93.5,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
13006,56,4,55,81.570000000000007,20.4,0.0,0.0,0,4,0.0,0.0,4,0,4,0,0.0
13147,10,4,144,712.80000000000007,178.2,29.33,29.33,0,4,0.0,29.33,4,0,4,0,0.0
13848,92,5,3700,1255.0,251.0,68.25,68.25,0,5,0.0,68.25,5,0,5,0,0.0
13216,267,5,297,333.74,66.7,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
15703,264,5,66,211.5,42.3,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
17844,106,5,52,51.56,10.3,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
15593,70,5,60,199.8,40.0,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
15168,25,5,52,106.55999999999999,21.3,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
16789,8,5,32,80.8,16.2,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
14962,270,5,44,126.70000000000002,25.3,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
16698,226,5,840,1998.0,399.6,6.5,6.5,0,5,0.0,6.5,5,0,5,0,0.0
15042,199,5,30,135.93,27.2,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
17640,86,5,250,621.66,124.3,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
17060,266,5,216,234.24,46.8,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
16623,245,5,39,129.45,25.9,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
13992,30,5,64,76.8,15.4,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
12968,112,5,73,135.95,27.2,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
15347,366,5,130,201.59999999999997,40.3,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
14124,84,5,1618,419.58,83.9,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
18227,217,5,21,93.75,18.8,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
14542,185,5,19,103.25,20.6,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
16617,235,5,91,151.85,30.4,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
17163,21,5,66,293.1,58.6,14.0,14.0,0,5,0.0,14.0,5,0,5,0,0.0
13645,120,5,158,252.1,50.4,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
16405,302,5,187,167.25,33.5,1.75,1.75,0,5,0.0,1.75,5,0,5,0,0.0
18032,334,5,42,73.5,14.7,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
13299,268,5,30,142.5,28.5,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
16377,267,5,1500,676.2,135.2,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
13218,127,5,88,62.64,12.5,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
13947,65,5,44,90.6,18.1,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
15350,373,5,51,115.65000000000002,23.1,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
12823,74,5,230,1759.5,351.9,55.0,55.0,0,5,0.0,55.0,5,0,5,0,0.0
15222,318,5,440,585.0,117.0,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
15083,256,5,38,88.199999999999989,17.6,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
16542,53,5,46,119.62,23.9,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
14393,218,5,13,67.95,13.6,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
16569,3,5,93,124.2,24.8,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
14437,365,5,60,63.0,12.6,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
14752,43,5,260,389.64,77.9,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
15063,213,5,56,370.79999999999995,74.2,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
13296,137,5,78,87.4,17.5,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
17468,10,5,116,137.0,27.4,1.0,1.0,0,5,0.0,1.0,5,0,5,0,0.0
16363,53,5,52,109.36,21.9,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
15661,317,5,236,309.80000000000007,62.0,5.25,5.25,0,5,0.0,5.25,5,0,5,0,0.0
17991,225,5,25,93.350000000000009,18.7,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
18050,359,5,40,74.4,14.9,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
13651,39,5,32,79.199999999999989,15.8,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
17628,81,5,79,75.750000000000014,15.2,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
18019,51,5,7,38.45,7.7,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
17707,185,5,144,152.4,30.5,37.75,37.75,0,5,0.0,37.75,5,0,5,0,0.0
14259,141,5,68,120.0,24.0,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
15445,264,5,58,113.5,22.7,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
13223,200,5,88,163.20000000000002,32.6,7.75,7.75,0,5,0.0,7.75,5,0,5,0,0.0
17500,17,5,17,1138.0,227.6,3.0,3.0,0,5,0.0,3.0,5,0,5,0,0.0
13522,30,5,44,125.80000000000001,25.2,0.0,0.0,0,5,0.0,0.0,5,0,5,0,0.0
17414,43,6,2100,778.0,129.7,28.2,28.2,0,6,0.0,28.2,6,0,6,0,0.0
13525,14,6,394,628.78,104.8,46.6,46.6,0,6,0.0,46.6,6,0,6,0,0.0
15944,276,6,50,325.09999999999997,54.2,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
13080,179,6,120,58.08,9.7,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
15428,15,6,102,93.780000000000015,15.6,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
14463,98,5,178,514.62,102.9,26.5,21.2,0,6,0.0,21.2,6,0,6,0,0.0
18240,46,6,126,422.58000000000004,70.4,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
14795,166,6,17,131.45,21.9,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
14340,218,6,58,134.7,22.4,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
15422,323,6,38,97.7,16.3,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
14582,40,6,73,114.11000000000001,19.0,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
14495,50,6,62,123.79999999999998,20.6,14.0,14.0,0,6,0.0,14.0,6,0,6,0,0.0
17330,22,6,120,363.90000000000003,60.7,8.8,8.8,0,6,0.0,8.8,6,0,6,0,0.0
14155,266,6,25,118.75,19.8,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
16927,115,6,993,543.05000000000007,90.5,49.0,49.0,0,6,0.0,49.0,6,0,6,0,0.0
16582,113,6,164,313.62,52.3,0.0,0.0,0,6,0.0,0.0,6,0,6,0,0.0
